name,variant,category,x,y,cluster_in_cat,cluster_key
Gentium Book Basic 700,700,serif,-3.9327,0.08449827,2,serif-2
Gentium Book Basic 700italic,700italic,serif,0.092273764,4.0078645,1,serif-1
Amaranth regular,regular,sans-serif,-3.8288238,7.885777,0,sans-serif-0
Amaranth italic,italic,sans-serif,3.5081124,9.301279,2,sans-serif-2
Amaranth 700,700,sans-serif,-3.6233485,7.6502976,0,sans-serif-0
Amaranth 700italic,700italic,sans-serif,3.574767,9.299752,2,sans-serif-2
Frank Ruhl Libre 300,300,sans-serif,-2.1044922,-0.6970182,1,sans-serif-1
Frank Ruhl Libre regular,regular,sans-serif,-2.7546983,-0.8535251,1,sans-serif-1
Frank Ruhl Libre 500,500,sans-serif,-3.8853984,-0.078829154,0,sans-serif-0
Frank Ruhl Libre 700,700,sans-serif,-4.357225,-0.1498602,0,sans-serif-0
Frank Ruhl Libre 900,900,sans-serif,-4.407022,-0.2542232,0,sans-serif-0
Sarala regular,regular,sans-serif,-3.7096882,10.399886,1,sans-serif-1
Sarala 700,700,sans-serif,-4.5186486,7.8949265,0,sans-serif-0
Nothing You Could Do regular,regular,handwriting,0.8542302,6.7543635,1,handwriting-1
Alice regular,regular,serif,-2.8399246,-0.21115388,0,serif-0
PT Mono regular,regular,monospace,5.828983,7.8345757,1,monospace-1
Adamina regular,regular,serif,-2.7054458,-1.2686676,0,serif-0
Gentium Basic regular,regular,serif,-2.4993298,-0.91181195,0,serif-0
Gentium Basic italic,italic,serif,0.16785893,3.8885145,1,serif-1
Gentium Basic 700,700,serif,-3.8527544,-0.097547494,2,serif-2
Gentium Basic 700italic,700italic,serif,0.07679618,3.9728088,1,serif-1
Changa One regular,regular,display,-4.6305547,6.959575,2,display-2
Changa One italic,italic,display,3.6107323,8.434954,2,display-2
Varela regular,regular,sans-serif,-3.2221658,10.631914,1,sans-serif-1
Nobile regular,regular,sans-serif,-2.6689286,10.033884,1,sans-serif-1
Nobile italic,italic,sans-serif,2.5819948,9.810135,2,sans-serif-2
Nobile 700,700,sans-serif,-3.60036,7.4581933,0,sans-serif-0
Nobile 700italic,700italic,sans-serif,3.711253,9.79322,2,sans-serif-2
Neucha regular,regular,handwriting,-2.2108374,7.793576,0,handwriting-0
Homemade Apple regular,regular,handwriting,1.2648312,6.426306,2,handwriting-2
Syncopate regular,regular,sans-serif,-0.8433935,9.684964,1,sans-serif-1
Syncopate 700,700,sans-serif,-4.285378,6.0778756,0,sans-serif-0
Bangers regular,regular,display,4.2835603,10.264156,2,display-2
Rambla regular,regular,sans-serif,-3.0613062,8.465329,0,sans-serif-0
Rambla italic,italic,sans-serif,2.9963076,9.635029,2,sans-serif-2
Rambla 700,700,sans-serif,-3.3111322,7.5037556,0,sans-serif-0
Rambla 700italic,700italic,sans-serif,3.7784102,9.753834,2,sans-serif-2
Signika Negative 300,300,sans-serif,-3.5006495,10.626803,1,sans-serif-1
Signika Negative regular,regular,sans-serif,-4.144259,8.689168,0,sans-serif-0
Signika Negative 600,600,sans-serif,-4.053171,8.264563,0,sans-serif-0
Signika Negative 700,700,sans-serif,-4.0093546,8.241638,0,sans-serif-0
Julius Sans One regular,regular,sans-serif,-4.4988875,4.3691773,1,sans-serif-1
Cairo 200,200,sans-serif,-0.9548883,11.61171,1,sans-serif-1
Cairo 300,300,sans-serif,-1.564161,11.201651,1,sans-serif-1
Cairo regular,regular,sans-serif,-2.8276787,9.817173,1,sans-serif-1
Cairo 600,600,sans-serif,-3.3302019,8.794405,0,sans-serif-0
Cairo 700,700,sans-serif,-3.6324031,7.71605,0,sans-serif-0
Cairo 900,900,sans-serif,-4.28495,6.982886,0,sans-serif-0
Cantata One regular,regular,serif,-3.3557906,-0.6848797,2,serif-2
Molengo regular,regular,sans-serif,-2.8583884,9.389065,1,sans-serif-1
Unica One regular,regular,display,-3.0958447,8.203964,2,display-2
Baloo Bhaina regular,regular,display,-3.1544302,5.655347,2,display-2
Black Ops One regular,regular,display,-4.7968016,6.4816995,2,display-2
Alex Brush regular,regular,handwriting,0.8588493,6.4161453,2,handwriting-2
Pragati Narrow regular,regular,sans-serif,-2.5063202,7.7317905,0,sans-serif-0
Pragati Narrow 700,700,sans-serif,-2.96288,7.18789,0,sans-serif-0
Alegreya Sans SC 100,100,sans-serif,-4.4560776,4.332767,1,sans-serif-1
Alegreya Sans SC 100italic,100italic,sans-serif,-4.442549,4.3280234,1,sans-serif-1
Alegreya Sans SC 300,300,sans-serif,-4.5677023,4.378543,1,sans-serif-1
Alegreya Sans SC 300italic,300italic,sans-serif,-4.554803,4.3887415,1,sans-serif-1
Alegreya Sans SC regular,regular,sans-serif,-4.619779,4.446015,0,sans-serif-0
Alegreya Sans SC italic,italic,sans-serif,-4.6220384,4.445127,2,sans-serif-2
Alegreya Sans SC 500,500,sans-serif,-4.6621823,4.5179286,0,sans-serif-0
Alegreya Sans SC 500italic,500italic,sans-serif,-4.7250104,4.5810604,2,sans-serif-2
Alegreya Sans SC 700,700,sans-serif,-4.7193437,4.5991735,0,sans-serif-0
Alegreya Sans SC 700italic,700italic,sans-serif,-4.73675,4.6183925,2,sans-serif-2
Alegreya Sans SC 800,800,sans-serif,-4.744817,4.6968284,0,sans-serif-0
Alegreya Sans SC 800italic,800italic,sans-serif,-4.763312,4.6532283,2,sans-serif-2
Alegreya Sans SC 900,900,sans-serif,-4.769858,4.7833176,0,sans-serif-0
Alegreya Sans SC 900italic,900italic,sans-serif,-4.7600083,4.6899767,2,sans-serif-2
Special Elite regular,regular,display,-3.4005024,0.5642789,1,display-1
Caveat regular,regular,handwriting,0.69745785,6.803597,1,handwriting-1
Caveat 700,700,handwriting,0.43780866,6.8862495,0,handwriting-0
Share regular,regular,display,-2.9197266,8.065064,2,display-2
Share italic,italic,display,2.8975697,9.720109,2,display-2
Share 700,700,display,-3.577393,7.45421,2,display-2
Share 700italic,700italic,display,3.9378889,9.988045,2,display-2
Arima Madurai 100,100,display,-0.54008,11.869001,1,display-1
Arima Madurai 200,200,display,-1.2682892,11.419512,2,display-2
Arima Madurai 300,300,display,-1.6024364,10.92136,2,display-2
Arima Madurai regular,regular,display,-1.2989271,8.78662,2,display-2
Arima Madurai 500,500,display,-1.1897953,8.474805,2,display-2
Arima Madurai 700,700,display,-1.0262201,8.066672,2,display-2
Arima Madurai 800,800,display,-1.0579003,7.9831686,2,display-2
Arima Madurai 900,900,display,-1.0433023,7.963893,2,display-2
Squada One regular,regular,display,-2.9202864,6.7968845,2,display-2
Fauna One regular,regular,serif,-2.7592638,10.222389,0,serif-0
Kameron regular,regular,serif,-2.3585005,0.17033781,0,serif-0
Kameron 700,700,serif,-3.4705248,0.9527587,2,serif-2
Enriqueta regular,regular,serif,-2.8064961,-0.3779996,0,serif-0
Enriqueta 700,700,serif,-4.2496977,0.15028405,2,serif-2
Antic regular,regular,sans-serif,-2.5039804,10.129596,1,sans-serif-1
Scada regular,regular,sans-serif,-4.1727366,9.604272,0,sans-serif-0
Scada italic,italic,sans-serif,3.0482545,9.467488,2,sans-serif-2
Scada 700,700,sans-serif,-4.284269,7.8606296,0,sans-serif-0
Scada 700italic,700italic,sans-serif,3.6537445,9.579563,2,sans-serif-2
Cousine regular,regular,monospace,5.9328394,7.931031,1,monospace-1
Cousine italic,italic,monospace,5.3969364,8.298645,2,monospace-2
Cousine 700,700,monospace,6.250425,8.124058,0,monospace-0
Cousine 700italic,700italic,monospace,5.326308,8.39693,0,monospace-0
Prata regular,regular,serif,-2.8045144,-1.1588331,0,serif-0
Prompt 100,100,sans-serif,-0.36158538,11.882718,1,sans-serif-1
Prompt 100italic,100italic,sans-serif,1.1994998,10.368868,1,sans-serif-1
Prompt 200,200,sans-serif,-1.1077569,10.631487,1,sans-serif-1
Prompt 200italic,200italic,sans-serif,1.2632926,9.642011,1,sans-serif-1
Prompt 300,300,sans-serif,-2.649436,10.661916,1,sans-serif-1
Prompt 300italic,300italic,sans-serif,1.8102766,9.289213,1,sans-serif-1
Prompt regular,regular,sans-serif,-2.8729818,10.5894785,1,sans-serif-1
Prompt italic,italic,sans-serif,2.0118258,9.125412,2,sans-serif-2
Prompt 500,500,sans-serif,-5.1484222,8.070092,0,sans-serif-0
Prompt 500italic,500italic,sans-serif,2.9488437,8.513033,2,sans-serif-2
Prompt 600,600,sans-serif,-5.254715,7.528893,0,sans-serif-0
Prompt 600italic,600italic,sans-serif,3.176669,8.40381,2,sans-serif-2
Prompt 700,700,sans-serif,-5.2895575,7.1496415,0,sans-serif-0
Prompt 700italic,700italic,sans-serif,3.412366,8.337349,2,sans-serif-2
Prompt 800,800,sans-serif,-5.2419934,6.8472376,0,sans-serif-0
Prompt 800italic,800italic,sans-serif,3.580099,8.197149,2,sans-serif-2
Prompt 900,900,sans-serif,-5.193218,6.722986,0,sans-serif-0
Prompt 900italic,900italic,sans-serif,3.6451325,8.225484,2,sans-serif-2
Lusitana regular,regular,serif,-2.442387,-1.2428677,0,serif-0
Lusitana 700,700,serif,-3.9797308,-0.15694365,2,serif-2
Ultra regular,regular,serif,-3.906673,1.2079018,2,serif-2
Graduate regular,regular,display,-4.972359,3.4881606,1,display-1
Gochi Hand regular,regular,handwriting,-0.2722178,6.9714255,0,handwriting-0
Clicker Script regular,regular,handwriting,0.96777713,6.4148784,2,handwriting-2
Allura regular,regular,handwriting,1.0434012,6.401806,2,handwriting-2
Convergence regular,regular,sans-serif,-4.100764,9.8213625,0,sans-serif-0
PT Serif Caption regular,regular,serif,-2.7722201,-0.32498878,0,serif-0
PT Serif Caption italic,italic,serif,-0.19334127,3.9264867,1,serif-1
Electrolize regular,regular,sans-serif,-4.1513176,9.362602,1,sans-serif-1
Alef regular,regular,sans-serif,-2.9200823,9.77239,1,sans-serif-1
Alef 700,700,sans-serif,-4.465051,8.274624,0,sans-serif-0
Ubuntu Mono regular,regular,monospace,6.0315824,7.9732804,1,monospace-1
Ubuntu Mono italic,italic,monospace,4.773674,8.621416,2,monospace-2
Ubuntu Mono 700,700,monospace,6.097785,7.9959435,0,monospace-0
Ubuntu Mono 700italic,700italic,monospace,4.545277,8.853431,0,monospace-0
Viga regular,regular,sans-serif,-3.8571813,7.437469,0,sans-serif-0
Rancho regular,regular,handwriting,-0.22815052,7.8374715,0,handwriting-0
Allerta regular,regular,sans-serif,-4.5930357,8.68162,0,sans-serif-0
Just Another Hand regular,regular,handwriting,0.08651473,7.6192803,0,handwriting-0
Reenie Beanie regular,regular,handwriting,-0.14353147,8.645519,0,handwriting-0
Carme regular,regular,sans-serif,-3.7525945,10.520481,1,sans-serif-1
Yesteryear regular,regular,handwriting,0.5557116,6.8507833,1,handwriting-1
Basic regular,regular,sans-serif,-3.2578216,8.625437,0,sans-serif-0
Calligraffitti regular,regular,handwriting,1.097735,6.531369,1,handwriting-1
Forum regular,regular,display,-1.9132069,-0.8073493,1,display-1
Hind Vadodara 300,300,sans-serif,-2.4666772,11.416174,1,sans-serif-1
Hind Vadodara regular,regular,sans-serif,-4.2140303,11.002779,1,sans-serif-1
Hind Vadodara 500,500,sans-serif,-5.341207,9.48561,0,sans-serif-0
Hind Vadodara 600,600,sans-serif,-7.5221877,9.577375,0,sans-serif-0
Hind Vadodara 700,700,sans-serif,9.271222,11.203461,0,sans-serif-0
Khula 300,300,sans-serif,-1.4194326,11.324526,1,sans-serif-1
Khula regular,regular,sans-serif,-2.7780313,10.047183,1,sans-serif-1
Khula 600,600,sans-serif,-3.4096684,9.04706,0,sans-serif-0
Khula 700,700,sans-serif,-3.8668935,8.1579685,0,sans-serif-0
Khula 800,800,sans-serif,-4.353935,7.299691,0,sans-serif-0
Pinyon Script regular,regular,handwriting,1.0292379,6.337818,2,handwriting-2
Montserrat Alternates 100,100,sans-serif,-0.26647878,11.949598,1,sans-serif-1
Montserrat Alternates 100italic,100italic,sans-serif,1.1773949,10.378495,1,sans-serif-1
Montserrat Alternates 200,200,sans-serif,-0.8487573,10.964711,1,sans-serif-1
Montserrat Alternates 200italic,200italic,sans-serif,1.2394319,9.859992,1,sans-serif-1
Montserrat Alternates 300,300,sans-serif,-1.242197,10.572511,1,sans-serif-1
Montserrat Alternates 300italic,300italic,sans-serif,1.3269598,9.649312,1,sans-serif-1
Montserrat Alternates regular,regular,sans-serif,-2.821411,10.614013,1,sans-serif-1
Montserrat Alternates italic,italic,sans-serif,1.7979388,9.2531,1,sans-serif-1
Montserrat Alternates 500,500,sans-serif,-5.1926537,7.865712,0,sans-serif-0
Montserrat Alternates 500italic,500italic,sans-serif,3.0114248,8.445413,2,sans-serif-2
Montserrat Alternates 600,600,sans-serif,-5.2572775,7.538096,0,sans-serif-0
Montserrat Alternates 600italic,600italic,sans-serif,3.203568,8.335204,2,sans-serif-2
Montserrat Alternates 700,700,sans-serif,-5.338738,7.2456565,0,sans-serif-0
Montserrat Alternates 700italic,700italic,sans-serif,3.2861407,8.259648,2,sans-serif-2
Montserrat Alternates 800,800,sans-serif,-5.3182454,6.9776864,0,sans-serif-0
Montserrat Alternates 800italic,800italic,sans-serif,3.38854,8.206871,2,sans-serif-2
Montserrat Alternates 900,900,sans-serif,-5.2322407,6.845367,0,sans-serif-0
Montserrat Alternates 900italic,900italic,sans-serif,3.508531,8.216383,2,sans-serif-2
Overlock regular,regular,display,-1.5645866,8.787381,2,display-2
Overlock italic,italic,display,0.5128015,7.69845,2,display-2
Overlock 700,700,display,-1.3923244,8.058478,2,display-2
Overlock 700italic,700italic,display,0.36698157,7.5725646,2,display-2
Overlock 900,900,display,-1.1593027,7.508171,2,display-2
Overlock 900italic,900italic,display,-0.08755598,7.1968236,2,display-2
Ceviche One regular,regular,display,-0.1296961,6.8199944,2,display-2
Nixie One regular,regular,display,-1.416246,-0.7317551,1,display-1
Chivo 300,300,sans-serif,-1.3868996,10.930672,1,sans-serif-1
Chivo 300italic,300italic,sans-serif,1.1925747,9.72475,1,sans-serif-1
Chivo regular,regular,sans-serif,-3.0709658,10.088877,1,sans-serif-1
Chivo italic,italic,sans-serif,2.091982,9.081701,2,sans-serif-2
Chivo 700,700,sans-serif,-4.7156625,7.733738,0,sans-serif-0
Chivo 700italic,700italic,sans-serif,3.3009715,8.538392,2,sans-serif-2
Chivo 900,900,sans-serif,-4.845152,6.7381372,0,sans-serif-0
Chivo 900italic,900italic,sans-serif,3.5161457,8.304032,2,sans-serif-2
Michroma regular,regular,sans-serif,-0.75084907,9.582115,1,sans-serif-1
Love Ya Like A Sister regular,regular,display,-3.2322867,-0.05691443,1,display-1
Cherry Cream Soda regular,regular,display,-5.01443,8.05656,2,display-2
Rufina regular,regular,serif,-2.7757182,-0.8828216,0,serif-0
Rufina 700,700,serif,-3.8376443,-0.533392,2,serif-2
Marmelad regular,regular,sans-serif,-1.134146,8.3801155,1,sans-serif-1
Monoton regular,regular,display,-4.991127,6.510584,2,display-2
Fanwood Text regular,regular,serif,-2.5996869,-1.4725121,0,serif-0
Fanwood Text italic,italic,serif,0.48054597,3.3253348,1,serif-1
Niconne regular,regular,handwriting,0.80650055,6.4139447,2,handwriting-2
Marcellus SC regular,regular,serif,-4.6749845,4.433891,0,serif-0
Changa 200,200,sans-serif,-3.731331,9.656518,1,sans-serif-1
Changa 300,300,sans-serif,-3.72913,9.534747,1,sans-serif-1
Changa regular,regular,sans-serif,-3.8095486,8.414135,0,sans-serif-0
Changa 500,500,sans-serif,-3.9441898,7.9549775,0,sans-serif-0
Changa 600,600,sans-serif,-4.0824122,7.583244,0,sans-serif-0
Changa 700,700,sans-serif,-4.2701235,7.2090077,0,sans-serif-0
Changa 800,800,sans-serif,-4.4669833,6.997832,0,sans-serif-0
Aldrich regular,regular,sans-serif,-4.203399,9.244269,0,sans-serif-0
Freckle Face regular,regular,display,-0.85417366,7.210135,2,display-2
Limelight regular,regular,display,-5.2392325,7.1189647,2,display-2
Spinnaker regular,regular,sans-serif,-2.7999082,10.11149,1,sans-serif-1
Parisienne regular,regular,handwriting,0.97285575,6.4126735,2,handwriting-2
Jaldi regular,regular,sans-serif,-2.6543756,9.402856,1,sans-serif-1
Jaldi 700,700,sans-serif,-2.797105,7.987518,0,sans-serif-0
Fugaz One regular,regular,display,3.5257592,8.575688,2,display-2
Marcellus regular,regular,serif,-4.160091,10.830339,0,serif-0
Telex regular,regular,sans-serif,-3.869388,10.346168,1,sans-serif-1
Contrail One regular,regular,display,4.123522,10.219365,2,display-2
Ruslan Display regular,regular,display,-4.5737042,5.6270766,2,display-2
Petit Formal Script regular,regular,handwriting,0.8417926,6.416608,2,handwriting-2
Candal regular,regular,sans-serif,-5.2518272,7.1757193,0,sans-serif-0
Homenaje regular,regular,sans-serif,-2.2104983,7.2181315,0,sans-serif-0
Cabin Sketch regular,regular,display,-1.1953951,7.5379677,2,display-2
Cabin Sketch 700,700,display,-4.1672564,5.8524823,2,display-2
Magra regular,regular,sans-serif,-3.0946257,8.487853,0,sans-serif-0
Magra 700,700,sans-serif,-3.0746126,7.0631256,0,sans-serif-0
Tauri regular,regular,sans-serif,-3.3902876,8.423001,0,sans-serif-0
Lustria regular,regular,serif,-2.055903,-0.83958244,0,serif-0
Carter One regular,regular,display,3.4628584,8.938523,2,display-2
Assistant 200,200,sans-serif,-0.46779382,11.912908,1,sans-serif-1
Assistant 300,300,sans-serif,-1.510919,11.310539,1,sans-serif-1
Assistant regular,regular,sans-serif,-2.5572693,9.97908,1,sans-serif-1
Assistant 600,600,sans-serif,-3.1683953,8.843277,0,sans-serif-0
Assistant 700,700,sans-serif,-3.6009574,7.8676014,0,sans-serif-0
Assistant 800,800,sans-serif,-3.732617,7.3031163,0,sans-serif-0
Oranienbaum regular,regular,serif,-2.7784688,-1.1633885,0,serif-0
Average regular,regular,serif,-2.7918444,-1.5281887,0,serif-0
Press Start 2P regular,regular,display,-3.0831976,6.6887,2,display-2
Marvel regular,regular,sans-serif,-1.9888694,9.853498,1,sans-serif-1
Marvel italic,italic,sans-serif,2.2903838,9.765733,2,sans-serif-2
Marvel 700,700,sans-serif,-2.3874512,7.929864,0,sans-serif-0
Marvel 700italic,700italic,sans-serif,2.8035438,9.938973,2,sans-serif-2
Grand Hotel regular,regular,handwriting,-0.06605081,6.754024,0,handwriting-0
Bubblegum Sans regular,regular,display,-1.2267455,6.76021,2,display-2
Carrois Gothic regular,regular,sans-serif,-2.8752022,9.603639,1,sans-serif-1
Average Sans regular,regular,sans-serif,-2.8469806,9.419913,1,sans-serif-1
Sue Ellen Francisco regular,regular,handwriting,0.11211721,7.772593,1,handwriting-1
Arbutus Slab regular,regular,serif,-3.2095134,-0.30305958,2,serif-2
Voltaire regular,regular,sans-serif,-2.7257414,7.3689117,0,sans-serif-0
Cambay regular,regular,sans-serif,-3.7866344,10.413006,1,sans-serif-1
Cambay italic,italic,sans-serif,2.5990179,9.288797,2,sans-serif-2
Cambay 700,700,sans-serif,-4.393068,8.164584,0,sans-serif-0
Cambay 700italic,700italic,sans-serif,3.1151583,8.971078,2,sans-serif-2
Jockey One regular,regular,sans-serif,-2.8025267,6.7786527,0,sans-serif-0
Revalia regular,regular,display,-0.7582762,9.435399,2,display-2
Merienda regular,regular,handwriting,-0.08716363,7.552763,0,handwriting-0
Merienda 700,700,handwriting,-0.108933926,7.373622,0,handwriting-0
Fira Sans Condensed 100,100,sans-serif,-0.4080693,11.938012,1,sans-serif-1
Fira Sans Condensed 100italic,100italic,sans-serif,1.2998743,10.335185,1,sans-serif-1
Fira Sans Condensed 200,200,sans-serif,-1.6322868,10.976301,1,sans-serif-1
Fira Sans Condensed 200italic,200italic,sans-serif,1.622865,9.956069,1,sans-serif-1
Fira Sans Condensed 300,300,sans-serif,-2.1413662,10.309431,1,sans-serif-1
Fira Sans Condensed 300italic,300italic,sans-serif,2.0099595,9.791103,1,sans-serif-1
Fira Sans Condensed regular,regular,sans-serif,-2.866551,8.161459,0,sans-serif-0
Fira Sans Condensed italic,italic,sans-serif,2.8851128,9.753195,2,sans-serif-2
Fira Sans Condensed 500,500,sans-serif,-3.0903952,7.311852,0,sans-serif-0
Fira Sans Condensed 500italic,500italic,sans-serif,3.9312546,10.00621,2,sans-serif-2
Fira Sans Condensed 600,600,sans-serif,-3.066964,7.0966444,0,sans-serif-0
Fira Sans Condensed 600italic,600italic,sans-serif,4.0132627,10.017415,2,sans-serif-2
Fira Sans Condensed 700,700,sans-serif,-3.1054094,6.9284496,0,sans-serif-0
Fira Sans Condensed 700italic,700italic,sans-serif,4.1519017,10.073579,2,sans-serif-2
Fira Sans Condensed 800,800,sans-serif,-3.3092806,6.7649612,0,sans-serif-0
Fira Sans Condensed 800italic,800italic,sans-serif,4.262055,10.112414,2,sans-serif-2
Fira Sans Condensed 900,900,sans-serif,-3.3999465,6.7405457,0,sans-serif-0
Fira Sans Condensed 900italic,900italic,sans-serif,4.303009,10.156096,2,sans-serif-2
Hind Guntur 300,300,sans-serif,-2.4484518,11.434654,1,sans-serif-1
Hind Guntur regular,regular,sans-serif,-4.212059,10.99747,1,sans-serif-1
Hind Guntur 500,500,sans-serif,-5.3449793,9.48785,0,sans-serif-0
Hind Guntur 600,600,sans-serif,-7.52278,9.577445,0,sans-serif-0
Hind Guntur 700,700,sans-serif,9.271254,11.203469,0,sans-serif-0
Goudy Bookletter 1911 regular,regular,serif,-2.187036,-0.30968484,0,serif-0
Andika regular,regular,sans-serif,-3.973616,10.121965,1,sans-serif-1
Slabo 13px regular,regular,serif,-2.4908197,-0.35240644,0,serif-0
Cutive regular,regular,serif,-2.6156933,0.38617563,0,serif-0
Rammetto One regular,regular,display,-5.1559067,6.702223,2,display-2
Radley regular,regular,serif,-3.0333512,-0.38745898,2,serif-2
Radley italic,italic,serif,-0.66289735,3.9075758,1,serif-1
Quantico regular,regular,sans-serif,-4.1783557,9.170437,0,sans-serif-0
Quantico italic,italic,sans-serif,3.0485046,9.040705,2,sans-serif-2
Quantico 700,700,sans-serif,-4.525704,7.5056715,0,sans-serif-0
Quantico 700italic,700italic,sans-serif,3.2865202,8.932993,2,sans-serif-2
Walter Turncoat regular,regular,handwriting,-0.6215535,8.227938,0,handwriting-0
Mr Dafoe regular,regular,handwriting,0.7035615,6.397442,2,handwriting-2
Six Caps regular,regular,sans-serif,-1.8031676,7.147096,0,sans-serif-0
Arsenal regular,regular,sans-serif,-2.8826568,9.405001,1,sans-serif-1
Arsenal italic,italic,sans-serif,2.6264865,9.757453,2,sans-serif-2
Arsenal 700,700,sans-serif,-3.214598,7.695303,0,sans-serif-0
Arsenal 700italic,700italic,sans-serif,3.6821651,9.811646,2,sans-serif-2
Crafty Girls regular,regular,handwriting,-0.012468365,8.761272,0,handwriting-0
Anonymous Pro regular,regular,monospace,5.8137054,7.895877,1,monospace-1
Anonymous Pro italic,italic,monospace,5.3978,8.268716,2,monospace-2
Anonymous Pro 700,700,monospace,6.2313447,8.104195,0,monospace-0
Anonymous Pro 700italic,700italic,monospace,5.3602133,8.372156,2,monospace-2
Alegreya SC regular,regular,serif,-5.082603,3.4396765,0,serif-0
Alegreya SC italic,italic,serif,-5.005618,3.5497222,1,serif-1
Alegreya SC 700,700,serif,-4.97397,3.7720737,2,serif-2
Alegreya SC 700italic,700italic,serif,-4.912023,3.9653497,2,serif-2
Alegreya SC 900,900,serif,-4.902735,3.8993433,2,serif-2
Alegreya SC 900italic,900italic,serif,-4.918927,3.9989274,2,serif-2
Fredericka the Great regular,regular,display,-3.7566853,0.36325285,1,display-1
Halant 300,300,serif,-1.8101044,-0.69992816,0,serif-0
Halant regular,regular,serif,-1.9189543,-0.64858973,0,serif-0
Halant 500,500,serif,-2.9699438,-0.40252656,0,serif-0
Halant 600,600,serif,-3.8078504,-0.04942045,2,serif-2
Halant 700,700,serif,-3.859897,0.27481988,2,serif-2
Eczar regular,regular,serif,-2.9551847,-0.34674296,0,serif-0
Eczar 500,500,serif,-3.8996394,-0.040587675,2,serif-2
Eczar 600,600,serif,-4.0997505,0.34273213,2,serif-2
Eczar 700,700,serif,-4.042067,0.52296907,2,serif-2
Eczar 800,800,serif,-3.870869,0.8399544,2,serif-2
Leckerli One regular,regular,handwriting,0.3681953,6.5790405,0,handwriting-0
Puritan regular,regular,sans-serif,-2.9225924,9.550553,1,sans-serif-1
Puritan italic,italic,sans-serif,2.4400923,9.330479,2,sans-serif-2
Puritan 700,700,sans-serif,-3.4223523,8.090812,0,sans-serif-0
Puritan 700italic,700italic,sans-serif,3.2659385,9.535647,2,sans-serif-2
Schoolbell regular,regular,handwriting,-0.24698965,7.844438,0,handwriting-0
Caveat Brush regular,regular,handwriting,-0.10781804,7.1644197,0,handwriting-0
Chonburi regular,regular,display,-3.5670297,0.7024509,1,display-1
Annie Use Your Telescope regular,regular,handwriting,-1.4403335,9.983738,0,handwriting-0
Italianno regular,regular,handwriting,1.0929838,6.4380174,2,handwriting-2
Doppio One regular,regular,sans-serif,-4.4229174,8.371022,0,sans-serif-0
Cutive Mono regular,regular,monospace,5.7024927,7.778881,1,monospace-1
Coustard regular,regular,serif,-3.3004234,-0.17417917,2,serif-2
Coustard 900,900,serif,-3.9127376,1.218297,2,serif-2
Ovo regular,regular,serif,-2.2721765,-0.82681274,0,serif-0
Cinzel Decorative regular,regular,display,-5.092475,3.49688,1,display-1
Cinzel Decorative 700,700,display,-5.183937,3.4942472,1,display-1
Cinzel Decorative 900,900,display,-5.116891,3.6100214,1,display-1
Fontdiner Swanky regular,regular,display,-3.3505251,-1.3246241,1,display-1
Lateef regular,regular,handwriting,-2.2660184,-0.28473562,0,handwriting-0
Rosario regular,regular,sans-serif,-2.867371,9.271735,0,sans-serif-0
Rosario italic,italic,sans-serif,2.853116,9.759122,2,sans-serif-2
Rosario 700,700,sans-serif,-3.17628,7.7832522,0,sans-serif-0
Rosario 700italic,700italic,sans-serif,3.9546504,9.966717,2,sans-serif-2
Lekton regular,regular,sans-serif,5.7773886,7.866363,1,sans-serif-1
Lekton italic,italic,sans-serif,5.5671115,8.148751,1,sans-serif-1
Lekton 700,700,sans-serif,6.320974,8.185459,0,sans-serif-0
Metrophobic regular,regular,sans-serif,-3.4891315,10.603915,1,sans-serif-1
Port Lligat Slab regular,regular,serif,-3.179168,-0.6990489,2,serif-2
Racing Sans One regular,regular,display,3.6418061,8.245139,2,display-2
Martel Sans 200,200,sans-serif,-1.4388818,11.412223,1,sans-serif-1
Martel Sans 300,300,sans-serif,-2.5645401,9.897925,1,sans-serif-1
Martel Sans regular,regular,sans-serif,-2.6519954,9.729207,1,sans-serif-1
Martel Sans 600,600,sans-serif,-3.1767664,8.843811,0,sans-serif-0
Martel Sans 700,700,sans-serif,-3.3840504,8.628101,0,sans-serif-0
Martel Sans 800,800,sans-serif,-3.743701,8.156615,0,sans-serif-0
Martel Sans 900,900,sans-serif,-3.832886,7.97662,0,sans-serif-0
Lilita One regular,regular,display,-4.292993,7.036067,2,display-2
Berkshire Swash regular,regular,handwriting,-0.70640993,7.259211,0,handwriting-0
Kelly Slab regular,regular,display,-3.6303573,-0.28508085,1,display-1
Caudex regular,regular,serif,-2.4552355,-0.6315234,0,serif-0
Caudex italic,italic,serif,-0.2735613,3.9172754,1,serif-1
Caudex 700,700,serif,-3.0166476,-0.22239834,0,serif-0
Caudex 700italic,700italic,serif,-0.2388149,3.9793131,1,serif-1
Baloo regular,regular,display,-3.0961316,5.6026945,2,display-2
Oregano regular,regular,display,-0.12190089,7.600457,2,display-2
Oregano italic,italic,display,0.46900156,7.0174866,2,display-2
Karma 300,300,serif,-1.6874918,-0.2256323,0,serif-0
Karma regular,regular,serif,-1.8182378,-0.2592549,0,serif-0
Karma 500,500,serif,-2.1840227,-0.10541157,0,serif-0
Karma 600,600,serif,-2.8601573,0.2961055,0,serif-0
Karma 700,700,serif,-3.5975873,0.10612404,2,serif-2
